O, (-36,-7);(17,7)
B, (-17,34);(-37,38);(-57,38);(-60,38)
O, (44,31);(-21,19)
T, (-31,27);(-21,14);(-41,9);(15,29);(-15,0);(26,40)
B, (-35,10);(-53,16);(-60,22);(-60,28);(-60,34)
T, (-24,4);(-6,35);(32,16);(25,-8)
T, (-31,23);(7,37);(41,28);(-57,3);(16,4);(-16,23)
G, (-25,-4);(-5,-10);(15,-10);(35,-10);(55,-10)
B, (47,13);(34,22);(21,31);(8,38);(-5,38)
A, (16,14);(-11,-7);(-1,29);(-24,25);(50,-5)
A, (33,-8);(34,0);(19,32);(-58,9)
O, (-52,18);(-5,36)
O, (52,-9);(24,-7)
T, (22,-8);(38,9);(-57,1);(-45,9)
B, (34,18);(56,10);(60,2);(60,-6);(60,-10)
A, (-13,17);(-25,31);(-37,38)
A, (-43,-5);(14,9);(-42,37);(14,23);(50,-10)
A, (-12,31);(25,37);(-8,-2);(-18,38)
A, (-16,28);(33,5);(-33,21);(-39,35);(0,13)
A, (44,6);(49,14);(59,3);(-22,29);(57,-6);(-19,35)
G, (-22,17);(-44,31);(-60,38)
G, (-18,-9);(-35,-1);(-52,7);(-60,15);(-60,23);(-60,31)
T, (-14,5);(-34,34);(-45,-8);(0,-2)
T, (6,-4);(20,-10);(-14,18);(-27,25)
A, (-21,6);(27,-9);(43,-5)
B, (52,10);(60,16);(60,22);(60,28);(60,34)
A, (25,25);(-55,-5);(35,22);(20,23);(37,34);(-19,-3)
O, (-50,25);(25,-3)
A, (30,7);(-24,24);(5,21);(57,15);(46,33)
T, (51,-10);(24,31);(-3,29);(26,3)
O, (10,30);(18,17)
T, (-12,-12);(37,-9);(-16,36);(50,27);(60,16);(-8,3)
B, (-54,23);(-43,33);(-32,38);(-21,38);(-10,38)
T, (48,1);(-59,0);(-39,-10);(13,-7)
G, (-6,36);(-21,38);(-36,38);(-51,38)
B, (14,10);(-8,-5);(-30,-10);(-52,-10);(-60,-10)
B, (-36,0);(-54,-10);(-60,-10)
O, (53,-7);(39,-4)
T, (-28,21);(-17,-6);(49,5);(-42,27)
A, (-37,-7);(38,21);(-22,14);(-58,-6);(9,36);(37,28)
G, (-39,6);(-20,16);(-1,26)
G, (30,-9);(47,-10);(60,-10)
G, (-32,23);(-56,36)
G, (-21,17);(-31,8);(-41,-1);(-51,-10);(-60,-10)
T, (-55,13);(15,-10);(-41,15);(51,-6);(-55,35);(55,9)
A, (-58,11);(-53,25);(-17,-2)
O, (28,16);(-38,32)
B, (27,-9);(3,3);(-21,15);(-45,27);(-60,38)
T, (4,-11);(-31,14);(-9,-6);(46,22)
A, (58,15);(13,-5);(30,20);(-50,24);(40,26)
G, (1,0);(-16,12)
B, (-4,24);(9,38);(22,38);(35,38)
O, (-51,37);(52,25)
O, (3,23);(18,28)
A, (2,28);(25,33);(21,-5);(12,34);(44,29);(-46,32)
A, (-50,19);(33,31);(32,11);(26,7);(-12,36);(-26,10)
G, (-2,-10);(10,4);(22,18);(34,32);(46,38);(58,38)
B, (-60,10);(-60,1);(-60,-8);(-60,-10)
B, (8,-6);(30,1);(52,8);(60,15);(60,22);(60,29)
G, (5,2);(19,9);(33,16);(47,23);(60,30)
T, (-4,30);(39,37);(1,5);(27,29)
O, (29,20);(47,35)
A, (32,19);(-60,-6);(-60,37);(18,11);(-32,12)
B, (-1,-7);(-15,7);(-29,21)
G, (-3,-2);(-23,-10);(-43,-10);(-60,-10)
G, (-13,13);(7,-1);(27,-10);(47,-10);(60,-10)
G, (23,11);(9,0);(-5,-10)
G, (45,35);(24,38);(3,38);(-18,38);(-39,38);(-60,38)
G, (-1,-7);(-23,-10);(-45,-10);(-60,-10)
G, (-16,-7);(-26,-10);(-36,-10)
A, (-47,3);(-14,0);(-30,29);(-7,15);(-30,25);(-28,6)
B, (-44,28);(-23,35);(-2,38);(19,38);(40,38);(60,38)
B, (-36,21);(-13,7);(10,-7);(33,-10);(56,-10);(60,-10)
G, (-2,6);(-23,-9);(-44,-10)
B, (-43,34);(-31,22);(-19,10);(-7,-2);(5,-10)
T, (-43,-10);(-50,6);(-36,3);(57,30)
T, (22,38);(41,21);(-54,22);(-41,14)
T, (50,-7);(-45,5);(-16,23);(2,33)
T, (-6,10);(-52,27);(11,-10);(-16,25);(23,33);(-37,28)
B, (39,27);(50,32);(60,37)
T, (24,-2);(-37,-10);(-3,-1);(-18,-5)
A, (19,37);(21,-8);(-53,34)
T, (21,-2);(-33,33);(-47,20);(-14,-1)
B, (19,-5);(-6,-10);(-31,-10);(-56,-10)
A, (-30,5);(-37,11);(-60,20);(-43,-5);(24,-10);(25,26)
B, (-34,3);(-24,-10);(-14,-10);(-4,-10);(6,-10)
G, (-42,-7);(-60,-10)
O, (49,33);(-42,6)
A, (57,37);(-14,21);(24,32);(22,-8);(-59,34)
O, (2,19);(18,0)
O, (47,15);(-14,-1)
B, (19,28);(7,14);(-5,0);(-17,-10);(-29,-10)
O, (-50,19);(-59,32)
O, (-45,-3);(-13,14)
A, (-4,23);(-31,-7);(56,27);(18,-8)
O, (40,-6);(20,8)
T, (1,18);(-39,33);(-20,22);(-21,7);(16,21);(-7,31)
G, (59,29);(44,37);(29,38);(14,38);(-1,38)
T, (1,12);(-13,13);(-47,16);(59,13)
T, (11,39);(13,24);(23,-4);(-10,7)
