B, (-16,0);(4,14);(24,28);(44,36);(56,36)
A, (40,33);(-33,16);(-51,-8);(-52,3);(39,34);(54,27);(-28,5);(50,10)
G, (-23,-11);(-37,-15);(-51,-15);(-56,-15)
T, (53,4);(-55,26);(-31,27);(22,28)
B, (-5,21);(7,27);(19,33);(31,36);(43,36);(55,36)
O, (2,38);(-9,28);(56,-7)
T, (-46,16);(-2,13);(-12,23);(-39,30)
G, (47,-10);(34,-15);(21,-15);(8,-15);(-5,-15);(-18,-15)
G, (9,-12);(19,-1);(29,10)
A, (28,6);(50,9);(20,36);(28,-15);(-6,25);(11,36);(2,12)
G, (-53,5);(-36,-6);(-19,-15);(-2,-15);(15,-15);(32,-15);(49,-15)
O, (-2,23);(24,-5);(-43,8)
B, (55,-5);(36,2);(17,9);(-2,16);(-21,23);(-40,30)
A, (30,20);(4,-14);(-41,14);(22,-10);(47,-9);(-30,2);(-24,-7)
G, (28,-2);(9,5);(-10,12);(-29,19);(-48,26);(-56,33)
G, (-51,25);(-56,15);(-56,5);(-56,-5);(-56,-15)
T, (19,26);(-46,-2);(-20,-2);(19,10);(43,28);(30,-7);(-35,-12);(30,35)
O, (42,29);(-18,5);(-27,-13)
O, (48,17);(-31,-8);(34,18)
O, (-17,-3);(51,-11);(50,31)
A, (-17,-14);(7,22);(4,-7);(-10,8);(-26,-8);(18,26);(-51,12);(-24,-11)
A, (18,16);(20,11);(48,12);(14,18);(-31,26);(-2,-7)
O, (-6,11);(-21,11);(-37,30)
G, (-14,0);(-35,5);(-56,10);(-56,15);(-56,20);(-56,25)
A, (-25,-15);(-55,18);(-7,-6);(47,9);(-34,32);(-39,25);(-14,16);(56,22)
B, (51,17);(31,27);(11,36);(-9,36)
T, (38,-14);(12,8);(-44,-1);(-14,20);(-28,20);(-15,-8)
B, (-14,20);(8,26);(30,32);(52,36);(56,36)
G, (-1,17);(-21,11);(-41,5);(-56,-1);(-56,-7);(-56,-13)
O, (50,2);(-50,14);(5,-10)
O, (19,1);(11,-11);(-12,16)
G, (34,34);(16,19);(-2,4);(-20,-11);(-38,-15)
O, (-16,-1);(-29,35);(42,-1)
A, (-27,34);(26,31);(26,5);(-27,12);(-27,34);(0,-15);(-42,-9);(-11,-4)
O, (-45,10);(-58,26);(-60,11)
O, (26,21);(52,-9);(12,23)
B, (5,16);(30,26);(55,36)
O, (55,24);(-46,12);(40,28)
O, (9,14);(-8,24);(25,28)
