T, (-46,21);(18,19);(6,28);(-8,24)
T, (22,18);(30,5);(-46,2);(-30,28)
B, (59,-7);(39,3);(19,13);(-1,23);(-21,33);(-41,40)
G, (34,15);(52,21);(60,27);(60,33);(60,39)
G, (-60,-12);(-60,-7);(-60,-2);(-60,3);(-60,8);(-60,13)
G, (-17,4);(-36,-1);(-55,-6);(-60,-11)
B, (42,-12);(30,-15);(18,-15);(6,-15);(-6,-15)
O, (23,30);(-14,-9);(-48,19)
G, (-31,4);(-43,-4);(-55,-12);(-60,-15)
G, (15,-10);(30,-15);(45,-15);(60,-15)
O, (2,22);(-50,-7);(55,23)
T, (-37,35);(39,26);(51,15);(0,20);(24,29);(-14,31);(-52,32);(52,40)
T, (-27,2);(41,13);(3,2);(-12,2)
B, (50,-3);(60,-15)
G, (35,-5);(53,-15);(60,-15)
T, (-50,37);(32,-4);(-41,3);(22,-15);(11,28);(47,9);(5,14);(56,-3)
T, (7,33);(-12,12);(48,1);(-18,26);(-50,-4);(-55,40);(34,15);(-39,40)
B, (19,-8);(41,-15);(60,-15)
T, (-32,2);(43,21);(2,18);(-32,17);(17,-10);(4,32)
B, (40,-11);(56,-15);(60,-15)
B, (54,12);(37,7);(20,2);(3,-3);(-14,-8);(-31,-13)
G, (23,-10);(42,0);(60,10);(60,20);(60,30);(60,40)
B, (44,-13);(60,-15)
G, (-35,10);(-55,22);(-60,34);(-60,40)
G, (41,-7);(18,-15);(-5,-15);(-28,-15);(-51,-15);(-60,-15)
G, (11,33);(-6,40);(-23,40);(-40,40);(-57,40);(-60,40)
A, (-39,12);(24,19);(11,-13);(-39,10);(-34,26);(-18,-13);(35,38)
G, (44,1);(58,12);(60,23);(60,34);(60,40)
T, (43,5);(-26,23);(31,23);(13,-11);(-39,11);(46,20);(-2,28);(28,-14)
B, (27,11);(46,-3);(60,-15)
T, (-58,36);(-20,-1);(48,3);(11,-3);(39,-14);(-26,27)
G, (47,-7);(22,-15);(-3,-15);(-28,-15);(-53,-15);(-60,-15)
B, (-9,20);(6,14);(21,8);(36,2);(51,-4);(60,-10);(60,-15)
G, (-26,31);(-50,19);(-60,7);(-60,-5);(-60,-15)
A, (-24,-11);(-56,28);(-19,36);(37,-6);(-47,29);(-40,24);(50,-8)
B, (-45,-9);(-60,-4);(-60,1);(-60,6);(-60,11);(-60,16);(-60,21);(-60,26)
O, (-11,-6);(34,27);(31,12)
