O, (34,38);(55,15);(-35,12)
B, (25,8);(2,19);(-21,30);(-44,38);(-58,38)
T, (-25,20);(55,-10);(41,-8);(40,7)
B, (-27,0);(-51,14);(-58,28);(-58,38)
B, (-18,18);(-29,6);(-40,-6);(-51,-15);(-58,-15)
B, (-16,4);(-39,15);(-58,26);(-58,37)
T, (-6,0);(1,24);(-20,7);(-29,22);(54,-10);(-57,18);(13,37);(49,5)
T, (8,6);(37,13);(-7,2);(-2,17);(-37,33);(22,9)
B, (-27,14);(-42,9);(-57,4);(-58,-1);(-58,-6);(-58,-11)
O, (-24,17);(-37,11);(-39,-4)
G, (-58,18);(-41,33);(-24,38)
G, (-25,13);(-49,6);(-58,-1);(-58,-8);(-58,-15)
T, (50,30);(33,37);(-25,27);(-10,27)
A, (-1,11);(-50,-1);(-29,16);(47,27);(53,-2);(-5,15);(-57,-14)
B, (25,-9);(35,-15);(45,-15)
G, (-40,12);(-24,7);(-8,2);(8,-3);(24,-8);(40,-13)
T, (-57,11);(-26,38);(-20,-13);(-17,18);(3,31);(-40,1)
O, (-5,28);(7,7);(-50,12)
A, (-32,2);(40,-11);(-35,-10);(10,5);(52,11);(-51,-4)
B, (45,-2);(32,3);(19,8);(6,13);(-7,18);(-20,23);(-33,28);(-46,33)
B, (41,30);(58,19);(58,8);(58,-3);(58,-14)
A, (-41,8);(44,22);(29,15);(32,-7)
A, (49,34);(22,-1);(28,29);(38,2);(-45,22);(22,6)
A, (-7,-14);(-30,-5);(19,13);(-20,5);(-22,26);(-31,25)
G, (19,27);(33,15);(47,3);(58,-9);(58,-15)
B, (42,-12);(54,-15);(58,-15)
T, (14,1);(-15,22);(19,16);(33,14);(-2,6);(0,21)
O, (-43,-13);(34,22);(49,31)
G, (21,11);(10,24);(-1,37);(-12,38);(-23,38);(-34,38)
T, (35,35);(-8,14);(-17,2);(-58,27);(51,-10);(7,10);(14,-3);(51,5)
O, (28,23);(-29,31);(9,33)
A, (-54,-1);(1,16);(-22,32);(32,-6);(-51,36);(-7,12);(51,-8);(36,8)
G, (43,36);(58,38)
B, (-57,10);(-58,17);(-58,24);(-58,31);(-58,38)
A, (-6,32);(-24,24);(29,30);(38,18);(-47,33);(-1,28);(-15,-9)
T, (37,-16);(58,18);(6,9);(10,30);(25,6);(39,-1)
T, (-32,9);(-49,-1);(-54,23);(-52,-16)
A, (-54,38);(-27,18);(45,32);(35,31)
B, (45,21);(30,7);(15,-7);(0,-15);(-15,-15);(-30,-15)
G, (-26,32);(-7,38);(12,38);(31,38);(50,38);(58,38)
O, (-24,2);(-51,17);(1,9)
G, (18,25);(7,30);(-4,35);(-15,38);(-26,38);(-37,38)
O, (21,-9);(-29,-6);(51,32)
G, (33,-14);(10,-15);(-13,-15);(-36,-15);(-58,-15)
T, (8,29);(-7,27);(-3,5);(-34,23);(-17,0);(-30,8)
G, (-36,19);(-25,25);(-14,31);(-3,37);(8,38);(19,38);(30,38)
T, (-45,14);(-53,-6);(35,9);(-39,0);(-6,12);(-22,29)
B, (-18,19);(4,32);(26,38);(48,38);(58,38)
B, (17,26);(29,38);(41,38);(53,38);(58,38)
T, (27,-5);(-43,19);(-28,23);(-27,-14);(46,2);(-16,3)
T, (1,12);(31,31);(0,-3);(0,-18)
G, (-44,1);(-57,-6);(-58,-13);(-58,-15)
B, (-28,8);(-17,3);(-6,-2);(5,-7);(16,-12);(27,-15);(38,-15)
A, (-43,27);(51,-12);(10,4);(-10,0);(22,22)
A, (55,5);(-33,12);(39,28);(-2,-14);(6,6);(-2,9);(-36,29);(-39,12)
T, (-38,-13);(24,11);(7,24);(-21,20);(0,-3);(-36,30)
A, (15,-2);(-36,-15);(-39,10);(-13,36);(29,10)
G, (38,21);(55,11);(58,1);(58,-9);(58,-15)
T, (56,32);(-13,32);(-19,14);(-28,29);(39,22);(43,5)
T, (29,-14);(40,1);(27,9);(-40,1);(45,-13);(1,-3)
G, (39,18);(58,8);(58,-2);(58,-12);(58,-15)
G, (-15,9);(-36,-3);(-57,-15)
A, (-51,31);(30,24);(-52,-12);(-18,-8);(-27,38);(16,8)
B, (16,-12);(-5,-2);(-26,8);(-47,18);(-58,28);(-58,38)
O, (31,-4);(-54,-8);(25,10)
G, (55,-14);(58,-2);(58,10);(58,22);(58,34);(58,38)
B, (-45,-2);(-58,-15)
B, (-27,21);(-14,12);(-1,3);(12,-6)
B, (47,36);(24,38);(1,38);(-22,38);(-45,38);(-58,38)
B, (18,32);(35,23);(52,14);(58,5);(58,-4);(58,-13);(58,-15)
G, (-45,19);(-27,29);(-9,38);(9,38);(27,38);(45,38)
O, (-20,11);(-20,27);(-46,-10)
A, (15,9);(-22,8);(46,-11);(-11,-10);(5,3);(21,-5);(-3,33);(-28,12)
T, (-50,23);(50,14);(30,-13);(49,-11);(-30,6);(-11,34)
T, (18,37);(22,-13);(21,18);(-18,35)
T, (17,34);(41,-2);(-56,-7);(-27,-11);(-13,-10);(-52,7)
G, (43,13);(58,20);(58,27);(58,34);(58,38)
O, (-22,-9);(12,3);(-11,14)
O, (8,-13);(-58,20);(57,0)
G, (-44,28);(-24,21);(-4,14);(16,7);(36,0);(56,-7);(58,-14)
T, (9,-2);(-26,35);(-50,38);(34,20);(56,-7);(34,35)
T, (-25,30);(-3,18);(-51,-11);(-17,-14);(19,27);(-40,18)
O, (-32,-11);(45,33);(-16,-15)
B, (-4,29);(19,24);(42,19);(58,14);(58,9);(58,4);(58,-1)
B, (13,22);(36,9);(58,-4);(58,-15)
B, (-51,-6);(-58,-1);(-58,4);(-58,9)
T, (-43,3);(16,22);(-26,-2);(55,3);(28,7);(1,-2)
O, (6,32);(-4,22);(-18,15)
G, (-28,10);(-8,23);(12,36);(32,38);(52,38);(58,38)
A, (10,37);(20,29);(-6,13);(24,12);(-24,-6)
A, (-14,24);(-47,36);(-50,32);(-16,5);(-18,31);(-31,34);(19,33)
A, (54,10);(-58,36);(45,-7);(-9,37);(30,36)
T, (-40,9);(40,23);(-40,37);(7,27);(-47,23);(19,20)
T, (36,44);(1,8);(-54,-3);(-7,-9);(-27,19);(9,23);(36,28);(16,9)
B, (12,8);(23,-4);(34,-15);(45,-15);(56,-15);(58,-15)
B, (-33,17);(-13,9);(7,1);(27,-7);(47,-15);(58,-15)
G, (22,0);(-2,7);(-26,14)
G, (-22,7);(1,1);(24,-5);(47,-11)
A, (2,-13);(-24,-10);(-42,-4);(10,18);(-5,25);(31,19);(-16,18);(-8,-8)
T, (51,-5);(-57,4);(-44,-12);(39,-13);(-42,22);(-36,8)
