B, (16,4);(33,19);(40,21)
O, (8,12);(22,5)
O, (2,-3);(-27,5)
B, (4,16);(-18,21);(-40,21)
O, (28,-2);(-24,17)
O, (-17,12);(2,-4)
B, (36,-9);(40,-10)
B, (-40,-6);(-19,-1);(2,4)
B, (2,4);(-15,-5);(-32,-10);(-40,-10)
O, (36,-4);(-15,-5)
O, (31,-1)
B, (19,2);(40,8);(40,14)
B, (-36,-8);(-13,-1);(10,6)
O, (13,14);(-11,8)
B, (13,-6);(-5,0);(-23,6)
O, (6,4);(20,5)
B, (26,-2);(40,-9)
O, (34,2);(-26,11)
B, (-28,-6);(-17,-10);(-6,-10)
B, (28,5);(18,-3);(8,-10)
O, (-35,0);(6,10)
O, (18,10);(0,15)
B, (6,13);(-7,7);(-20,1)
B, (-23,-2);(0,11);(23,21);(40,21)
O, (0,16);(-13,-3)
O, (16,-5);(12,10)
O, (2,19);(28,12)
B, (-11,-10);(-23,-10);(-35,-10);(-40,-10)
B, (24,15);(4,5);(-16,-5)
O, (9,-5);(-5,20)
B, (-22,15);(2,9);(26,3);(40,-3)
B, (-24,7);(-40,18);(-40,21)
B, (-5,18);(-30,21);(-40,21)
B, (23,4);(35,-7);(40,-10)
B, (11,-9);(1,5);(-9,19)
B, (18,9);(2,16);(-14,21);(-30,21)
O, (33,-3);(11,18)
O, (18,4);(9,-8)
O, (-23,-8);(-38,-10)
O, (8,-8);(23,-5)
O, (-15,17);(21,18)
O, (6,-7);(8,15)
O, (9,17)
O, (-20,16);(-24,1)
B, (-8,16);(-26,6);(-40,-4)
B, (23,20);(40,10);(40,0);(40,-10)
O, (15,3);(-39,19)
O, (23,15);(-21,-9)
B, (9,8);(-11,20);(-31,21)
O, (40,12);(-10,5)
B, (5,-2);(-5,11);(-15,21)
B, (19,-1);(34,-6);(40,-10)
O, (-17,-6);(-25,20)
O, (40,17);(16,11)
O, (25,21);(-12,12)
B, (38,6);(40,-9)
B, (-39,15);(-40,7);(-40,-1)
B, (-12,6);(-23,16);(-34,21)
B, (1,-1);(19,-10);(37,-10)
B, (-39,4);(-40,15);(-40,21)
O, (-33,-4);(-32,19)
O, (16,15);(-17,2)
B, (11,9);(-6,3);(-23,-3)
O, (10,10);(-17,16)
O, (25,17)
B, (33,14);(13,8);(-7,2);(-27,-4)
B, (-9,-3);(-32,-8);(-40,-10)
O, (-19,21);(-18,6)
O, (-15,13);(-26,-4)
B, (31,-3);(13,-10);(-5,-10)
O, (6,5);(-14,16)
O, (0,4);(-13,-5)
O, (-34,14);(34,7)
B, (-26,20);(-40,5);(-40,-10)
B, (14,-10);(25,-1);(36,8)
O, (12,16);(26,10)
B, (-24,10);(-9,-2);(6,-10)
B, (-18,9);(3,16);(24,21);(40,21)
B, (-36,-6);(-12,-10);(12,-10);(36,-10)
O, (31,20);(-26,5)
B, (-21,-4);(-3,-10);(15,-10)
O, (5,21);(36,9)
O, (10,-3);(38,10)
B, (-9,14);(-33,6);(-40,-2)
B, (28,9);(38,1);(40,-7)
B, (-19,18);(4,21);(27,21);(40,21)
B, (-37,0);(-13,-5);(11,-10)
B, (-40,4);(-29,9);(-18,14)
B, (34,3);(40,-9)
B, (34,-1);(14,12);(-6,21)
B, (19,-3);(3,11);(-13,21)
O, (28,21);(40,-6)
B, (1,-4);(12,-10);(23,-10)
B, (3,3);(-17,8);(-37,13)
O, (4,13);(-31,-10)
O, (1,12);(-32,-9)
O, (20,2);(5,4)
B, (27,-7);(8,-10);(-11,-10)
B, (-22,1);(-34,-4);(-40,-9)
O, (-6,-3)
